Image Name,agreeableness,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,regret,sadness,shame,shyness,surprise,trust,neutral
565.jpg,0.0,0.077,0.231,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.154
566.jpg,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0
567.jpg,0.0,0.0,0.455,0.0,0.0,0.0,0.182,0.0,0.182,0.0,0.091,0.182,0.0,0.0,0.091,0.0,0.0,0.182,0.0,0.0
568.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.417,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.417,0.0
569.jpg,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.091,0.0,0.0,0.182,0.0,0.091,0.364,0.091,0.091
570.jpg,0.0,0.0,0.154,0.0,0.154,0.154,0.0,0.0,0.0,0.154,0.0,0.077,0.077,0.0,0.077,0.0,0.0,0.462,0.0,0.154
571.jpg,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
572.jpg,0.034,0.09,0.09,0.056,0.011,0.067,0.281,0.112,0.056,0.067,0.124,0.045,0.079,0.146,0.618,0.09,0.022,0.067,0.16899999999999998,0.0
573.jpg,0.0,0.0,0.364,0.0,0.0,0.0,0.182,0.091,0.182,0.182,0.0,0.091,0.0,0.0,0.182,0.0,0.0,0.091,0.091,0.0
574.jpg,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.364,0.091,0.182,0.182,0.0,0.0,0.0,0.0,0.091,0.273,0.455,0.0
575.jpg,0.0,0.0,0.267,0.0,0.067,0.0,0.2,0.0,0.067,0.2,0.0,0.0,0.067,0.067,0.2,0.0,0.0,0.067,0.0,0.0
576.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.1,0.0
577.jpg,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0
578.jpg,0.06,0.036000000000000004,0.181,0.024,0.096,0.108,0.06,0.024,0.036000000000000004,0.07200000000000001,0.012,0.06,0.06,0.036000000000000004,0.096,0.024,0.036000000000000004,0.373,0.036000000000000004,0.084
579.jpg,0.083,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.417,0.16699999999999998,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.25,0.16699999999999998,0.0
580.jpg,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
581.jpg,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.667,0.083,0.0,0.083,0.0,0.083,0.083,0.0,0.0,0.083,0.0,0.0
582.jpg,0.0,0.0,0.0,0.182,0.091,0.091,0.0,0.091,0.091,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.0
583.jpg,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
584.jpg,0.0,0.0,0.4,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
585.jpg,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0
586.jpg,0.0,0.0,0.077,0.0,0.077,0.077,0.0,0.077,0.308,0.308,0.077,0.231,0.0,0.077,0.0,0.077,0.0,0.308,0.077,0.0
587.jpg,0.0,0.0,0.182,0.091,0.091,0.182,0.182,0.091,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.636,0.0,0.0
588.jpg,0.1,0.3,0.1,0.1,0.2,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
589.jpg,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.6,0.0
590.jpg,0.0,0.1,0.3,0.1,0.1,0.0,0.2,0.1,0.1,0.5,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0
591.jpg,0.0,0.0,0.222,0.0,0.0,0.111,0.556,0.0,0.0,0.222,0.0,0.0,0.222,0.0,0.444,0.0,0.0,0.111,0.0,0.0
592.jpg,0.0,0.0,0.0,0.0,0.083,0.25,0.333,0.0,0.083,0.083,0.0,0.0,0.0,0.083,0.333,0.083,0.083,0.0,0.083,0.0
593.jpg,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.0,0.364,0.0,0.0,0.091,0.0,0.0,0.273,0.0,0.0
594.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
595.jpg,0.0,0.083,0.25,0.083,0.0,0.25,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.083,0.083,0.16699999999999998,0.083,0.0,0.5,0.083,0.0
596.jpg,0.0,0.0,0.14300000000000002,0.0,0.071,0.14300000000000002,0.14300000000000002,0.0,0.14300000000000002,0.14300000000000002,0.071,0.071,0.14300000000000002,0.071,0.071,0.071,0.0,0.5,0.0,0.0
597.jpg,0.0,0.083,0.25,0.16699999999999998,0.16699999999999998,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.417,0.0
598.jpg,0.0,0.0,0.25,0.0,0.16699999999999998,0.0,0.083,0.083,0.25,0.16699999999999998,0.0,0.417,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.083
599.jpg,0.0,0.083,0.583,0.083,0.083,0.083,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.5,0.083,0.0
600.jpg,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.4,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0
601.jpg,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0
602.jpg,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.2,0.1,0.0
603.jpg,0.0,0.091,0.273,0.0,0.091,0.091,0.091,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,0.0
604.jpg,0.0,0.1,0.2,0.1,0.0,0.3,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0
605.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
606.jpg,0.091,0.091,0.273,0.091,0.091,0.182,0.364,0.0,0.0,0.0,0.0,0.0,0.273,0.091,0.364,0.091,0.0,0.0,0.0,0.0
607.jpg,0.0,0.16699999999999998,0.083,0.0,0.083,0.16699999999999998,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.583,0.25,0.0
608.jpg,0.105,0.0,0.053,0.0,0.158,0.0,0.053,0.105,0.263,0.263,0.263,0.053,0.053,0.0,0.053,0.0,0.0,0.0,0.368,0.0
609.jpg,0.091,0.091,0.182,0.0,0.091,0.0,0.091,0.091,0.455,0.091,0.0,0.0,0.0,0.091,0.182,0.0,0.0,0.182,0.273,0.0
610.jpg,0.077,0.0,0.154,0.385,0.0,0.0,0.0,0.0,0.308,0.077,0.077,0.154,0.0,0.0,0.077,0.0,0.0,0.0,0.385,0.0
611.jpg,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.1,0.1,0.1,0.0,0.2,0.3,0.3,0.1,0.1,0.0,0.1,0.0,0.0
612.jpg,0.0,0.0,0.462,0.0,0.231,0.231,0.077,0.0,0.0,0.077,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.5379999999999999,0.077,0.0
613.jpg,0.0,0.0,0.3,0.2,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0
614.jpg,0.037000000000000005,0.0,0.087,0.125,0.013,0.025,0.0,0.075,0.575,0.138,0.163,0.225,0.013,0.013,0.025,0.0,0.0,0.025,0.563,0.0
615.jpg,0.0,0.0,0.083,0.083,0.083,0.0,0.0,0.083,0.417,0.333,0.333,0.16699999999999998,0.083,0.083,0.083,0.0,0.083,0.083,0.16699999999999998,0.0
616.jpg,0.083,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.083,0.5,0.5,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.0
617.jpg,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3
618.jpg,0.091,0.0,0.364,0.0,0.091,0.182,0.0,0.0,0.182,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.364,0.091,0.091
619.jpg,0.083,0.0,0.5,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.083,0.417,0.0,0.083
620.jpg,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.1,0.0
621.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,0.4,0.0
622.jpg,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.1
623.jpg,0.0,0.0,0.4,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1
624.jpg,0.091,0.0,0.091,0.273,0.091,0.0,0.0,0.091,0.0,0.091,0.091,0.182,0.091,0.091,0.0,0.0,0.091,0.091,0.909,0.0
625.jpg,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.333,0.111,0.0,0.222,0.0,0.0,0.333,0.222,0.0
626.jpg,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0
627.jpg,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.1,0.2,0.4,0.0
628.jpg,0.0,0.0,0.0,0.0,0.182,0.0,0.182,0.0,0.091,0.455,0.182,0.182,0.0,0.0,0.455,0.0,0.0,0.0,0.091,0.0
629.jpg,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.273,0.364,0.364,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.0
630.jpg,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.6,0.2,0.4,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0
631.jpg,0.0,0.0,0.154,0.0,0.0,0.077,0.0,0.077,0.077,0.308,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.385,0.0,0.0
632.jpg,0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.4,0.2,0.2,0.0,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.8,0.0
633.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.1,0.2,0.2,0.3,0.1,0.0,0.2,0.2,0.0
634.jpg,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0
635.jpg,0.077,0.0,0.231,0.077,0.0,0.154,0.077,0.077,0.077,0.0,0.0,0.077,0.0,0.0,0.154,0.0,0.077,0.615,0.077,0.0
636.jpg,0.0,0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.4,0.0,0.0
637.jpg,0.0,0.2,0.3,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0
638.jpg,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.1,0.3,0.0,0.3,0.4,0.1,0.3,0.0,0.0,0.2,0.1,0.0
639.jpg,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.3,0.0
640.jpg,0.0,0.053,0.158,0.0,0.053,0.158,0.105,0.105,0.0,0.053,0.0,0.0,0.053,0.053,0.105,0.0,0.105,0.421,0.0,0.0
641.jpg,0.0,0.0,0.182,0.091,0.0,0.091,0.0,0.0,0.273,0.273,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.364,0.091,0.0
642.jpg,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.7,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
643.jpg,0.3,0.0,0.2,0.3,0.0,0.0,0.1,0.3,0.5,0.4,0.4,0.1,0.0,0.0,0.1,0.0,0.3,0.2,0.4,0.0
644.jpg,0.02,0.02,0.08,0.02,0.04,0.02,0.04,0.0,0.6,0.26,0.06,0.24,0.0,0.02,0.02,0.0,0.02,0.08,0.16,0.0
645.jpg,0.091,0.0,0.364,0.182,0.091,0.091,0.091,0.0,0.0,0.091,0.091,0.0,0.091,0.0,0.091,0.0,0.0,0.091,0.182,0.0
646.jpg,0.0,0.1,0.1,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
647.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0
648.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.3,0.6,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0
649.jpg,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.2,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
650.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.8,0.3,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
651.jpg,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0
652.jpg,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0
653.jpg,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.1,0.4,0.5,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0
654.jpg,0.0,0.0,0.3,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.0,0.2
655.jpg,0.049,0.049,0.244,0.085,0.073,0.146,0.256,0.037000000000000005,0.073,0.037000000000000005,0.024,0.085,0.037000000000000005,0.024,0.037000000000000005,0.037000000000000005,0.012,0.476,0.098,0.0
656.jpg,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.2,0.1,0.1
657.jpg,0.0,0.0,0.6,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.8,0.0,0.0
658.jpg,0.091,0.0,0.273,0.0,0.091,0.182,0.0,0.091,0.0,0.091,0.0,0.091,0.0,0.091,0.0,0.091,0.091,0.455,0.0,0.0
659.jpg,0.0,0.091,0.091,0.0,0.0,0.091,0.0,0.0,0.364,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.0
660.jpg,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.0,0.0
661.jpg,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.6,0.2,0.0,0.0,0.1,0.0
662.jpg,0.071,0.14300000000000002,0.14300000000000002,0.071,0.14300000000000002,0.214,0.214,0.071,0.28600000000000003,0.35700000000000004,0.071,0.35700000000000004,0.14300000000000002,0.071,0.071,0.071,0.071,0.214,0.214,0.0
663.jpg,0.0,0.16699999999999998,0.333,0.0,0.083,0.0,0.0,0.083,0.25,0.0,0.0,0.25,0.0,0.0,0.083,0.0,0.083,0.0,0.417,0.0
664.jpg,0.0,0.0,0.4,0.0,0.1,0.2,0.0,0.0,0.1,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
665.jpg,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.6,0.0
666.jpg,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.0,0.16699999999999998,0.083,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.417,0.0,0.083
667.jpg,0.154,0.077,0.231,0.077,0.077,0.154,0.077,0.077,0.308,0.077,0.154,0.077,0.154,0.077,0.077,0.154,0.231,0.308,0.154,0.0
668.jpg,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.4,0.2,0.1
669.jpg,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
670.jpg,0.071,0.14300000000000002,0.14300000000000002,0.071,0.071,0.14300000000000002,0.214,0.071,0.35700000000000004,0.14300000000000002,0.14300000000000002,0.214,0.14300000000000002,0.071,0.14300000000000002,0.071,0.071,0.214,0.14300000000000002,0.0
671.jpg,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.636,0.364,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0
672.jpg,0.045,0.0,0.299,0.015,0.0,0.045,0.015,0.06,0.358,0.06,0.119,0.239,0.03,0.015,0.03,0.0,0.0,0.254,0.104,0.0
673.jpg,0.111,0.0,0.222,0.111,0.0,0.0,0.0,0.222,0.111,0.222,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.556,0.0
674.jpg,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0
675.jpg,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0
676.jpg,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.0
677.jpg,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.3,0.2,0.4,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.0
678.jpg,0.0,0.0,0.455,0.0,0.0,0.091,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.545,0.182,0.0
679.jpg,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0
680.jpg,0.0,0.0,0.5,0.1,0.0,0.0,0.2,0.0,0.4,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.5,0.0
681.jpg,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.1,0.3,0.2,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0
682.jpg,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1
683.jpg,0.015,0.015,0.254,0.03,0.045,0.149,0.179,0.045,0.015,0.015,0.03,0.015,0.104,0.06,0.328,0.045,0.015,0.358,0.03,0.015
684.jpg,0.1,0.0,0.3,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2
685.jpg,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.7,0.2,0.1,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.0
686.jpg,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.182,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0
687.jpg,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0
688.jpg,0.0,0.0,0.273,0.0,0.091,0.182,0.182,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.455,0.182,0.0
689.jpg,0.1,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
690.jpg,0.0,0.0,0.364,0.0,0.0,0.0,0.091,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.091,0.0
691.jpg,0.0,0.1,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0
692.jpg,0.1,0.0,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1
693.jpg,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.4,0.1,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
694.jpg,0.0,0.0,0.182,0.182,0.0,0.091,0.091,0.182,0.364,0.091,0.091,0.182,0.091,0.0,0.0,0.0,0.091,0.0,0.636,0.0
695.jpg,0.0,0.0,0.3,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
696.jpg,0.083,0.0,0.083,0.083,0.083,0.16699999999999998,0.083,0.083,0.25,0.083,0.083,0.25,0.0,0.083,0.0,0.0,0.0,0.25,0.083,0.0
697.jpg,0.0,0.333,0.333,0.0,0.083,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.25,0.16699999999999998,0.0
698.jpg,0.1,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.1,0.0
699.jpg,0.0,0.0,0.182,0.091,0.091,0.0,0.0,0.0,0.455,0.182,0.0,0.182,0.091,0.0,0.0,0.0,0.091,0.0,0.364,0.0
700.jpg,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.091,0.364,0.091,0.455,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0
701.jpg,0.083,0.0,0.25,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.667,0.0,0.0
702.jpg,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1
703.jpg,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
704.jpg,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.545,0.091,0.364,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0
705.jpg,0.1,0.1,0.5,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.3,0.3,0.0
706.jpg,0.022,0.011,0.09,0.146,0.022,0.022,0.034,0.146,0.573,0.101,0.303,0.18,0.022,0.022,0.011,0.011,0.034,0.022,0.4270000000000001,0.0
707.jpg,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.9,0.1,0.0,0.0,0.0,0.0
708.jpg,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.7,0.2,0.4,0.4,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.0
709.jpg,0.0,0.1,0.2,0.3,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.2,0.0
710.jpg,0.0,0.0,0.273,0.0,0.0,0.091,0.182,0.091,0.182,0.182,0.0,0.091,0.0,0.091,0.0,0.0,0.0,0.273,0.0,0.0
711.jpg,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.4,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
712.jpg,0.0,0.0,0.182,0.0,0.0,0.091,0.0,0.0,0.364,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.364,0.091,0.0
713.jpg,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.273,0.0,0.091,0.0,0.0,0.0,0.364,0.0,0.0
714.jpg,0.1,0.0,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.0
715.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.2,0.0,0.1,0.1,0.8,0.1,0.0,0.0,0.0,0.0
716.jpg,0.0,0.0,0.111,0.0,0.0,0.0,0.111,0.111,0.556,0.444,0.0,0.111,0.222,0.0,0.333,0.0,0.222,0.0,0.0,0.0
717.jpg,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.545,0.182,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.455,0.0
718.jpg,0.057,0.0,0.086,0.071,0.014,0.029,0.014,0.2,0.429,0.171,0.343,0.157,0.014,0.029,0.043,0.043,0.0,0.043,0.28600000000000003,0.0
719.jpg,0.0,0.0,0.2,0.1,0.1,0.1,0.2,0.0,0.2,0.1,0.0,0.2,0.2,0.2,0.1,0.0,0.0,0.1,0.3,0.0
720.jpg,0.1,0.0,0.3,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
721.jpg,0.0,0.091,0.182,0.0,0.091,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.0,0.091,0.273,0.091,0.091
722.jpg,0.0,0.0,0.0,0.053,0.0,0.0,0.105,0.053,0.211,0.0,0.053,0.0,0.211,0.053,0.421,0.053,0.158,0.211,0.0,0.0
